city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,51.0,0.13,0.07,0.19,0.19,6.64,0.0,62.12,298.29,298.51,293.83,300.7,296.4,24.94,76.66,0.0,15.25,2.64,26.69,8.39,32.2,21.7,47.5,36
sj,52.0,-0.01,0.07,0.09,0.07,9.13,0.0,55.71,297.17,297.35,292.8,299.1,296.1,23.8,76.76,0.0,14.32,1.93,25.91,6.49,29.4,21.7,5.5,31
sj,52.0,0.13,0.12,0.2,0.19,9.6,38.34,56.98,298.65,299.29,295.64,302.4,296.2,27.24,80.3,38.34,17.09,2.86,27.41,7.3,32.8,22.2,23.85,30
sj,1.0,0.03,0.04,0.08,0.05,1.66,46.79,117.3,297.47,297.55,294.15,299.4,296.1,41.9,81.88,46.79,15.52,1.9,25.87,6.5,30.6,21.7,28.0,32
sj,2.0,0.03,0.04,0.13,0.11,-0.33,0.0,61.83,297.33,297.34,293.07,299.2,296.2,27.5,77.14,0.0,14.47,1.71,24.5,7.04,28.3,20.6,23.5,28
sj,3.0,0.13,0.11,0.23,0.22,-2.22,0.0,86.15,297.4,297.63,293.08,299.5,296.2,11.2,76.98,0.0,14.49,2.2,24.86,7.13,30.0,20.0,6.6,33
sj,4.0,0.07,0.06,0.13,0.15,3.89,0.0,66.69,296.97,297.13,292.84,299.2,295.5,21.8,77.86,0.0,14.31,2.09,24.4,6.1,28.9,20.0,15.2,33
sj,5.0,0.05,0.02,0.09,0.09,8.11,75.97,149.65,297.62,297.69,294.03,300.4,295.6,26.3,80.61,75.97,15.45,2.09,26.67,7.64,31.7,19.4,9.4,35
sj,6.0,0.27,0.06,0.2,0.2,11.08,0.0,47.38,296.59,296.8,292.87,299.7,294.7,14.3,79.83,0.0,14.39,2.34,25.43,6.74,30.0,20.6,2.1,22
sj,7.0,0.11,0.17,0.24,0.23,3.87,14.71,45.38,297.76,297.97,293.34,299.6,296.4,7.2,76.53,14.71,14.75,2.49,26.27,8.1,31.7,20.6,2.8,13
sj,8.0,0.13,0.13,0.27,0.26,-1.5,0.0,23.2,296.77,296.87,292.3,300.1,294.6,21.5,76.22,0.0,13.83,2.77,25.7,7.3,32.2,20.6,5.5,13
sj,9.0,0.17,0.13,0.16,0.14,7.46,0.0,37.42,297.01,297.24,291.91,299.7,295.2,1.8,73.23,0.0,13.49,2.8,25.57,8.16,30.0,21.1,2.3,21
sj,10.0,0.09,0.21,0.2,0.25,-0.69,0.0,42.69,296.43,296.64,290.98650000000004,298.9,294.1,2.7,70.65,0.0,12.778500000000001,2.49,24.9,7.61,29.4,19.4,2.5,17
sj,11.0,-0.04,-0.04,0.17,0.17,6.0,9.68,28.35,297.86,298.01,293.69,300.4,295.5,10.5,77.78,9.68,15.06,2.69,26.93,8.47,33.3,21.1,0.5,11
sj,12.0,0.03,0.1,0.19,0.2,3.95,27.0,48.07,297.59,297.67,293.22,299.8,296.3,13.0,76.85,27.0,14.65,2.26,26.14,7.53,31.1,20.6,12.8,8
sj,13.0,0.12,0.09,0.14,0.12,-0.99,0.0,8.22,297.34,297.44,293.81,299.4,295.7,20.27,80.8,0.0,15.2,2.14,26.89,7.63,32.8,22.2,4.1,8
sj,14.0,0.13,0.04,0.19,0.21,9.54,7.49,18.04,297.75,297.89,293.75,300.1,296.2,14.2,78.56,7.49,15.16,2.36,27.2,7.71,32.8,21.1,4.6,6
sj,15.0,-0.02,0.02,0.07,0.08,10.61,19.74,31.87,298.01,298.0,294.07,300.1,295.9,23.2,78.96,19.74,15.5,3.06,27.07,7.79,33.3,22.2,11.7,6
sj,16.0,0.08,0.08,0.13,0.13,3.89,114.85,124.63,297.53,297.74,294.07,300.1,294.5,63.49,81.27,114.85,15.49,2.77,25.87,7.44,31.1,21.7,8.4,7
sj,17.0,0.13,0.09,0.13,0.13,2.96,33.35,62.28,298.59,298.69,295.19,300.4,297.0,34.3,81.66,33.35,16.6,2.47,27.49,8.39,32.8,22.2,28.3,12
sj,18.0,0.08,0.06,0.15,0.13,-0.36,37.35,69.49,298.15,298.19,295.26,300.1,296.9,40.7,84.08,37.35,16.66,1.86,26.94,6.27,32.2,22.2,114.3,17
sj,19.0,0.07,0.05,0.11,0.11,-1.93,34.9,48.75,297.67,297.69,294.85,300.4,296.1,142.4,84.52,34.9,16.27,2.5,26.47,6.0,31.1,22.8,18.3,10
sj,20.0,0.18,0.09,0.18,0.19,8.68,14.84,36.25,298.6,298.72,295.32,301.2,296.4,55.67,82.44,14.84,16.86,2.21,28.23,7.23,33.9,23.3,4.6,10
sj,21.0,0.02,0.1,0.06,0.06,2.09,78.17,118.0,299.36,299.38,296.68,301.8,297.6,100.2,85.4,78.17,18.19,2.27,28.94,7.23,33.9,23.3,32.1,18
sj,22.0,0.0,0.05,0.2,0.18,-0.71,62.2,104.9,298.84,298.91,296.45,301.4,297.3,93.2,86.9,62.2,17.95,1.91,27.64,5.89,31.1,22.8,58.3,19
sj,23.0,0.12,0.12,0.15,0.15,4.11,8.48,34.97,300.66,300.74,296.98,302.8,298.5,20.2,80.62,8.48,18.49,2.64,29.4045,7.39,34.4,25.0,1.3,12
sj,24.0,0.13,0.08,0.22,0.22,5.48,30.65,77.72,299.18,299.26,295.74,301.0,297.7,55.5,81.49,30.65,17.13,2.1,27.73,6.79,32.2,23.3,57.9,22
sj,25.0,0.04,0.14,0.17,0.13,-0.38,93.75,114.2,299.52,299.49,296.29,301.8,297.5,74.0,82.61,93.75,17.71,1.96,27.34,6.97,33.3,22.2,60.4,12
sj,26.0,0.12,0.15,0.22,0.22,3.7,8.49,52.09,299.7,299.84,296.51,301.6,298.2,27.5,82.83,8.49,17.92,2.0,28.84,5.87,32.8,25.0,7.2,21
sj,27.0,0.07,0.1,0.15,0.16,-2.56,37.28,75.67,299.57,299.63,296.03,301.6,297.5,72.8,81.15,37.28,17.41,1.89,28.24,6.84,32.8,24.4,21.0,18
sj,28.0,0.04,0.09,0.18,0.22,2.13,73.94,113.87,299.58,299.71,296.06,301.9,297.7,67.7,81.22,73.94,17.46,2.5,27.89,6.53,32.2,22.2,92.2,16
sj,29.0,0.12,0.18,0.17,0.19,13.74,4.81,31.64,299.89,299.96,295.94,302.0,298.3,29.4,79.15,4.81,17.32,2.47,28.5,7.26,33.3,24.4,13.0,16
sj,30.0,0.08,0.11,0.12,0.12,2.36,78.03,120.48,299.24,299.26,296.59,301.3,298.0,109.0,85.55,78.03,18.03,1.76,27.94,6.0,32.2,22.2,71.4,22
sj,31.0,0.13,0.15,0.25,0.26,7.27,12.38,47.35,300.06,300.26,296.86,302.0,298.3,12.6,82.88,12.38,18.33,2.36,29.03,6.59,32.8,24.4,0.8,17
sj,32.0,0.1,0.14,0.22,0.17,1.31,7.25,58.17,300.12,300.35,296.56,302.0,298.7,21.8,81.01,7.25,17.99,2.33,29.03,6.26,32.8,25.0,18.1,25
sj,33.0,0.1,0.05,0.2,0.16,1.89,106.83,154.95,299.67,299.77,296.51,302.3,297.8,62.7,83.08,106.83,17.95,2.23,29.4045,6.43,33.9,24.4,12.7,23
sj,34.0,0.11,0.25,0.21,0.22,-1.31,1.36,24.15,299.92,299.99,296.49,302.1,297.9,26.9,81.73,1.36,17.92,2.31,28.97,7.61,33.3,24.4,17.1,12
sj,35.0,0.1,0.16,0.16,0.15,-4.86,30.85,82.83,299.98,300.04,296.11,302.0,298.5,34.4,79.63,30.85,17.53,2.19,28.66,7.33,32.8,24.4,28.8,25
sj,36.0,0.11,0.07,0.06,0.05,4.66,43.26,103.84,299.76,299.86,296.13,302.6,298.2,42.1,80.68,43.26,17.56,2.17,28.43,7.89,32.8,23.3,43.4,28
sj,37.0,0.12,0.1,0.2,0.19,5.26,14.42,64.14,299.67,299.79,296.29,301.9,298.3,50.0,81.79,14.42,17.7,1.94,28.6,7.37,32.8,23.9,23.1,27
sj,38.0,0.01,0.06,0.14,0.12,-4.42,71.36,106.47,300.07,300.14,296.46,302.4,298.2,57.9,80.9,71.36,17.95,2.69,28.16,6.93,32.8,23.3,8.7,18
sj,39.0,0.03,0.05,0.07,0.09,10.98,72.86,122.09,299.89,299.94,296.65,302.1,298.4,76.0,82.61,72.86,18.12,2.17,28.29,6.99,32.8,23.9,26.7,23
sj,40.0,0.12,0.07,0.19,0.17,2.12,27.62,80.12,299.59,299.61,296.63,301.1,298.2,55.36,83.84,27.62,18.1,1.7,28.01,7.5,33.3,23.3,16.8,23
sj,41.0,0.13,0.06,0.21,0.17,12.72,8.01,59.34,299.96,300.04,296.43,301.8,298.7,35.8,81.1,8.01,17.86,1.94,28.4,6.99,32.2,24.4,27.0,29
sj,42.0,0.01,0.12,0.13,0.15,9.07,0.0,77.68,300.18,300.24,296.17,302.4,298.0,17.0,78.81,0.0,17.59,2.26,28.2,7.7,33.3,23.9,6.4,38
sj,43.0,0.12,0.11,0.27,0.11,12.87,70.07,150.21,299.79,299.72,296.11,301.5,298.1,57.6,80.4,70.07,17.56,1.96,28.07,7.14,32.8,23.9,25.4,36
sj,44.0,0.13,0.14,0.18,0.16,4.64,0.0,88.76,299.89,299.92,296.01,301.9,298.5,16.1,79.5,0.0,17.44,2.3,27.9,7.24,32.8,23.3,4.1,43
sj,45.0,-0.16,0.05,0.08,0.17,0.87,0.0,103.56,299.23,299.35,295.3,300.9,297.8,25.6,79.04,0.0,16.66,2.27,27.64,7.73,32.8,23.3,6.7,46
sj,46.0,0.17,0.01,0.18,0.11,3.95,12.5,64.11,298.85,299.05,295.19,301.0,297.5,70.71,80.38,12.5,16.58,1.84,27.17,6.77,31.7,22.8,48.8,31
sj,47.0,0.11,0.18,0.26,0.27,-4.25,91.81,144.33,298.57,298.68,295.26,301.1,296.8,118.1,82.15,91.81,16.66,1.87,26.89,6.6,31.7,22.2,46.4,25
sj,48.0,0.36,-0.01,0.13,0.09,-3.85,6.09,84.54,298.63,298.72,294.97,300.5,297.2,25.7,80.47,6.09,16.4,2.01,26.79,8.34,33.3,21.1,5.5,40
sj,49.0,0.13,0.12,0.16,0.08,4.58,5.29,74.22,298.22,298.19,294.52,300.5,296.6,43.4,80.3,5.29,15.93,2.36,26.53,7.09,30.6,21.1,20.8,31
sj,50.0,-0.1845,-0.07,0.17,0.08,-0.56,14.82,86.98,298.57,298.59,294.16,300.8,296.2,28.6,76.85,14.82,15.57,2.46,26.23,7.86,31.1,21.1,7.7,38
sj,51.0,-0.02,-0.02,0.12,0.07,11.52,42.62,96.6,298.22,298.34,294.23,301.2,296.1,33.6,78.83,42.62,15.65,2.56,26.04,6.83,31.7,21.7,37.6,30
sj,52.0,0.13,0.12,0.2,0.19,1.36,5.25,47.33,298.53,298.78,294.4,301.0,296.0,3.4,78.02,5.25,15.78,2.44,26.97,8.2,32.8,21.7,0.3,22
sj,1.0,-0.12,0.02,0.09,0.18,3.16,12.6,77.08,298.19,298.29,293.59,300.1,296.3,19.5,75.74,12.6,14.95,2.06,25.5,6.74,29.4,21.1,41.0,31
sj,2.0,0.14,0.1,0.25,0.21,4.03,0.0,46.91,297.59,297.69,293.72,299.6,296.0,19.4,79.15,0.0,15.1,2.21,25.46,7.27,29.4,21.1,13.4,26
sj,3.0,0.07,0.17,0.15,0.14,5.61,0.0,65.48,297.91,297.94,293.37,299.7,296.2,16.4,75.98,0.0,14.78,2.11,25.09,7.43,30.0,20.0,26.6,35
sj,4.0,0.09,-0.12,0.16,0.2,10.68,0.0,80.84,297.57,297.71,293.53,299.2,296.3,19.04,78.38,0.0,14.94,2.33,25.33,7.04,29.4,20.6,9.7,36
sj,5.0,0.26,0.21,0.22,0.22,2.23,0.0,80.66,297.59,297.71,293.23,299.8,295.8,21.8,76.83,0.0,14.63,2.2,25.79,7.1,30.0,20.6,3.6,39
sj,6.0,0.09,0.12,0.08,0.07,0.81,0.0,45.49,297.52,297.57,292.85,299.2,295.9,11.5,75.31,0.0,14.29,1.74,25.26,7.53,29.4,21.1,9.1,25
sj,7.0,0.36,0.24,0.25,0.28,5.67,0.0,58.48,297.77,297.94,292.58,299.4,295.5,7.2,72.89,0.0,14.02,2.29,25.7,7.16,30.6,21.1,9.7,31
sj,8.0,0.13,0.09,0.14,0.07,11.83,0.0,59.88,297.46,297.56,292.67,299.3,296.1,11.5,74.79,0.0,14.16,2.36,25.74,8.57,30.6,20.6,7.9,37
sj,9.0,0.13,0.14,0.17,0.15,1.06,0.0,67.22,297.24,297.34,293.13,300.1,295.4,16.7,77.92,0.0,14.56,2.5,25.31,8.54,30.6,20.6,16.2,33
sj,10.0,0.11,0.1,0.09,0.12,-1.57,7.15,60.57,297.27,297.41,293.89,299.5,295.5,18.7,81.52,7.15,15.26,2.44,25.89,7.06,31.1,21.7,15.8,25
sj,11.0,0.15,-0.05,0.19,0.14,4.29,0.0,49.36,297.5,297.67,292.86,299.8,295.6,6.69,75.44,0.0,14.33,2.57,25.84,7.96,31.1,21.1,16.8,24
sj,12.0,0.04,0.1,0.15,0.14,7.27,0.0,29.35,298.01,298.21,293.18,300.5,295.5,2.9,74.65,0.0,14.62,3.66,26.73,9.91,32.8,20.6,0.0,18
sj,13.0,0.1,0.16,0.13,0.12,-0.78,46.62,94.42,298.28,298.46,293.53,300.1,296.8,6.66,75.08,46.62,14.95,2.47,26.7,8.34,33.3,21.1,1.0,23
sj,14.0,0.11,0.05,0.14,0.12,-1.09,0.0,16.88,298.12,298.31,293.15,300.0,296.8,4.4,73.95,0.0,14.55,2.4,26.43,7.77,31.1,21.7,2.3,13
sj,15.0,0.16,0.13,0.19,0.16,-7.47,0.0,38.96,297.54,297.62,293.73,299.6,296.0,37.0,79.52,0.0,15.15,2.1,25.97,6.71,30.0,21.1,16.7,18
sj,16.0,0.13,0.12,0.15,0.18,0.31,0.0,30.84,297.54,297.74,292.85,299.6,296.3,16.6,75.25,0.0,14.29,2.13,25.97,6.4,30.0,22.2,28.7,14
sj,17.0,0.08,0.03,0.1,0.09,-1.52,0.0,30.68,298.32,298.49,293.46,300.9,296.8,4.9,74.52,0.0,14.88,2.61,26.67,7.79,31.7,22.2,13.2,17
sj,18.0,0.07,0.08,0.16,0.13,-2.52,68.0,105.17,298.93,299.09,295.24,301.1,297.0,14.1,80.35,68.0,16.62,2.67,27.76,7.7,33.3,22.8,10.5,22
sj,19.0,0.11,0.1,0.12,0.11,-8.536,10.46,40.83,298.56,298.7,294.92,300.5,297.2,21.1,80.46,10.46,16.28,1.94,27.41,6.46,31.7,23.9,3.3,13
sj,20.0,0.07,0.02,0.17,0.16,12.78,16.5,68.84,298.47,298.55,295.38,300.6,297.3,28.9,83.14,16.5,16.77,1.81,27.71,8.1,33.3,22.8,29.3,24
sj,21.0,0.12,0.11,0.21,0.21,10.08,17.52,78.33,299.94,300.23,296.06,302.3,297.7,7.9,79.5,17.52,17.49,2.89,29.1,7.07,33.9,24.4,6.9,31
sj,22.0,0.11,0.14,0.2,0.16,8.39,6.59,74.61,299.6,299.78,295.34,301.7,297.8,16.7,77.66,6.59,16.71,2.36,28.57,7.31,33.3,23.3,1.6,34
sj,23.0,0.08,0.07,0.06,0.06,2.93,42.53,101.06,299.33,299.54,295.64,301.3,298.0,21.5,80.38,42.53,17.02,2.47,28.23,7.63,32.8,23.3,67.3,31
sj,24.0,-0.03,0.12,0.16,0.22,-0.07,13.82,74.35,299.61,299.8,295.49,301.6,298.3,3.7,78.29,13.82,16.83,2.4,28.33,6.77,32.8,24.4,5.4,31
sj,25.0,-0.03,0.04,0.14,0.14,10.12,38.34,113.08,299.5,299.64,295.46,302.2,298.0,26.51,78.7,38.34,16.84,2.04,28.07,6.6,32.8,23.9,23.4,38
sj,26.0,0.13,0.12,0.12,0.16,9.05,12.67,112.55,299.86,300.01,295.85,302.3,298.0,22.9,79.03,12.67,17.23,2.64,28.4,6.76,32.8,23.9,10.2,49
sj,27.0,0.12,0.22,0.22,0.11,5.95,15.39,97.93,299.13,299.18,295.15,301.5,297.9,54.83,78.81,15.39,16.48,1.7,27.93,6.83,32.2,23.9,19.5,42
sj,28.0,0.14,0.22,0.18,0.18,13.74,9.77,116.23,299.48,299.65,295.17,301.5,297.9,18.52,77.3,9.77,16.5,2.13,28.17,6.01,32.2,23.9,28.7,49
sj,29.0,0.04,0.12,0.19,0.19,14.91,43.28,145.55,299.93,300.1,295.56,301.7,297.8,9.9,77.1,43.28,16.88,2.34,28.26,6.53,32.8,23.9,9.8,55
sj,30.0,0.18,0.27,0.2,0.19,15.23,2.79,163.31,299.98,300.13,295.24,301.5,298.5,3.3,75.44,2.79,16.58,2.46,28.51,7.23,33.3,24.4,1.0,80
sj,31.0,0.13,0.13,0.18,0.11,11.19,26.96,191.31,299.58,299.64,295.36,301.7,297.4,22.9,77.8,26.96,16.71,2.21,28.26,6.99,33.3,23.9,48.5,84
sj,32.0,0.04,-0.04,0.06,0.05,15.19,30.03,180.71,299.52,299.68,295.47,301.5,297.9,12.5,78.58,30.03,16.83,2.36,28.39,7.79,33.3,23.9,3.6,72
sj,33.0,0.07,-0.02,0.18,0.22,7.51,17.77,201.45,300.01,300.13,295.49,302.2,298.3,16.6,76.44,17.77,16.86,2.51,28.51,6.77,33.3,24.4,20.4,89
sj,34.0,0.16,0.13,0.19,0.18,16.08,3.24,236.44,300.36,300.54,295.93,302.7,298.5,11.56,76.92,3.24,17.34,2.64,28.57,6.7,32.8,24.4,4.3,115
sj,35.0,0.02,0.15,0.21,0.2,28.88,59.91,420.26,300.39,300.54,296.3,302.7,298.7,20.24,78.48,59.91,17.71,2.53,29.4045,6.89,33.9,25.0,11.0,179
sj,36.0,0.05,0.08,0.29,0.25,29.89,19.45,428.31,300.07,300.18,296.13,302.4,297.6,28.3,79.14,19.45,17.52,2.64,29.29,6.36,33.3,24.4,14.4,202
sj,37.0,0.13,0.12,0.1,0.19,35.06850000000009,61.11,514.2900000000012,299.95,300.06,295.91,302.2,298.2,70.4,78.75,61.11,17.31,2.46,28.56,6.9,34.4,23.9,50.8,236
sj,38.0,0.13,0.12,0.2,0.19,35.06850000000009,39.22,514.2900000000012,299.89,300.04,295.96,302.3,298.1,50.7,79.31,39.22,17.35,1.99,28.37,6.19,32.2,24.4,34.3,236
sj,39.0,0.13,0.12,0.2,0.19,35.06850000000009,55.88,514.2900000000012,299.51,299.64,295.82,301.8,297.7,45.2,80.37,55.88,17.25,2.6,28.01,6.7,33.9,23.3,31.5,236
sj,40.0,0.13,0.12,0.2,0.19,35.06850000000009,0.63,514.2900000000012,300.38,300.5,295.36,302.5,298.7,2.8,74.12,0.63,16.74,2.63,28.71,6.9,34.4,24.4,8.2,236
sj,41.0,0.13,0.12,0.2,0.19,35.06850000000009,16.7,514.2900000000012,299.64,299.62,295.48,302.9,297.8,40.8,78.23,16.7,16.9,2.73,28.33,7.66,35.0,23.9,39.2,236
sj,42.0,0.13,0.12,0.2,0.19,35.06850000000009,75.57,514.2900000000012,300.24,300.4,295.69,303.0,298.3,15.81,76.35,75.57,17.12,3.03,28.57,7.44,35.0,23.9,5.4,236
sj,43.0,0.13,0.12,0.2,0.19,35.06850000000009,111.52,514.2900000000012,298.81,298.86,296.17,300.5,297.5,64.85,85.42,111.52,17.64,1.7,27.67,7.27,32.8,23.3,39.2,236
sj,44.0,0.13,0.12,0.2,0.19,35.06850000000009,5.41,514.2900000000012,299.87,300.05,295.85,301.9,298.3,15.6,78.69,5.41,17.26,2.33,28.16,6.84,32.2,24.4,1.9,236
sj,45.0,0.13,0.12,0.2,0.19,35.06850000000009,32.26,514.2900000000012,299.3,299.13,295.58,301.5,297.2,36.6,80.1,32.26,16.98,2.23,27.31,6.93,31.7,22.2,54.5,236
sj,46.0,0.13,0.12,0.2,0.19,35.06850000000009,32.17,514.2900000000012,299.2,299.3,296.17,302.2,297.5,47.5,83.58,32.17,17.64,1.77,27.29,7.31,32.8,22.2,47.5,236
sj,47.0,0.13,0.12,0.2,0.19,35.06850000000009,11.16,514.2900000000012,299.42,299.46,296.38,301.9,297.6,23.7,83.5,11.16,17.85,2.4,27.86,7.6,33.9,23.3,49.3,236
sj,48.0,0.13,0.12,0.2,0.19,35.06850000000009,17.52,514.2900000000012,298.85,298.85,294.81,300.7,296.3,27.4,78.56,17.52,16.18,2.1,26.89,7.57,31.7,21.1,35.9,236
sj,49.0,0.13,0.12,0.2,0.19,34.0,45.95,496.23,297.81,297.95,295.2,299.4,296.6,106.09,85.57,45.95,16.58,1.7,26.37,6.19,30.0,22.2,58.2,221
sj,50.0,0.13,0.12,0.2,0.19,22.11,0.0,301.32,298.62,298.74,293.94,300.5,297.2,16.5,75.46,0.0,15.33,2.29,26.59,7.47,31.7,21.7,7.4,149
sj,51.0,0.13,0.12,0.2,0.19,14.93,0.0,222.52,298.58,298.69,294.21,300.6,296.9,12.2,76.91,0.0,15.6,2.73,26.64,8.19,31.7,22.2,12.9,112
sj,52.0,0.24,0.04,0.22,0.19,20.7,71.43,385.26,298.84,299.11,295.67,301.5,296.7,30.4,82.87,71.43,17.07,3.27,27.31,8.74,32.8,22.2,9.2,154
sj,1.0,0.22,0.22,0.29,0.26,5.14,0.0,184.44,297.33,297.4,292.73,300.1,294.7,12.5,75.84,0.0,14.25,2.37,25.7,7.69,31.7,20.0,40.4,91
sj,2.0,0.13,0.14,0.18,0.17,13.32,0.0,147.27,298.28,298.45,293.31,299.9,296.8,3.59,74.05,0.0,14.7,2.36,25.77,7.69,30.0,21.7,10.5,72
sj,3.0,-0.12,-0.04,0.21,0.23,17.26,37.99,157.98,296.58,296.71,292.83,299.1,295.0,32.88,79.55,37.99,14.28,1.79,24.76,7.11,28.9,20.0,29.0,56
sj,4.0,0.05,0.13,0.18,0.13,-1.82,0.0,94.89,297.59,298.01,293.53,300.5,295.0,6.2,78.33,0.0,14.95,3.63,26.13,9.04,32.8,20.6,9.9,46
sj,5.0,0.13,0.14,0.22,0.21,-0.49,0.0,61.52,297.35,297.65,293.91,300.2,295.6,43.3,81.4,0.0,15.27,2.16,25.5,7.29,31.7,21.1,26.9,37
sj,6.0,0.03,0.06,0.17,0.17,13.59,0.0,47.94,297.86,298.01,293.03,300.5,295.2,3.6,74.66,0.0,14.46,3.8,26.09,9.61,32.8,20.0,0.0,26
sj,7.0,0.06,0.12,0.18,0.21,7.24,0.0,48.74,298.22,298.46,293.88,300.5,295.8,10.07,77.02,0.0,15.23,2.81,26.63,8.66,32.2,20.6,2.8,17
sj,8.0,0.09,0.06,0.1,0.13,4.9,0.0,29.65,297.51,297.51,293.13,299.4,295.9,29.08,76.63,0.0,14.53,1.97,25.93,7.29,31.7,21.7,29.5,17
sj,9.0,0.07,0.07,0.12,0.11,-8.536,0.0,38.3,297.18,297.26,293.44,299.5,295.4,50.73,79.82,0.0,14.85,2.43,25.24,8.4,30.6,20.0,51.7,20
sj,10.0,0.15,0.08,0.18,0.19,-0.34,0.0,20.35,297.08,297.28,293.81,299.4,295.2,36.42,82.05,0.0,15.19,2.07,25.5,7.06,30.0,21.1,16.9,11
sj,11.0,0.07,0.12,0.15,0.15,-2.67,19.43,30.65,297.11,297.09,292.82,299.6,294.6,18.6,77.02,19.43,14.3,2.06,25.26,6.76,31.7,21.1,16.5,7
sj,12.0,0.03,0.23,0.21,0.25,3.07,0.0,27.97,296.48,296.71,290.98650000000004,300.4,294.0,6.7,69.86,0.0,12.778500000000001,3.3,24.63,8.41,31.7,18.9,2.3,16
sj,13.0,0.2,0.26,0.25,0.31,0.98,0.0,34.49,296.89,297.04,290.98650000000004,300.0,293.5,4.6,68.684,0.0,12.778500000000001,4.0,25.24,7.76,30.0,20.0,4.1,14
sj,14.0,0.13,0.25,0.23,0.27,6.98,0.0,31.01,297.67,297.92,292.56,300.9,294.6,0.6,73.4,0.0,14.12,3.61,25.97,8.96,32.8,19.4,0.0,16
sj,15.0,0.13,0.03,0.17,0.15,-0.16,5.43,14.81,298.56,298.74,294.34,300.6,296.9,2.1,77.61,5.43,15.74,2.83,27.29,7.79,32.8,22.8,0.0,5
sj,16.0,0.1,0.11,0.26,0.24,6.75,6.44,12.06,297.83,298.01,293.55,300.2,296.0,19.6,77.32,6.44,15.01,2.61,26.66,7.3,32.8,21.1,72.0,2
sj,17.0,0.13,0.15,0.22,0.19,0.17,0.0,12.82,297.51,297.69,292.1,300.2,295.8,2.7,71.94,0.0,13.69,2.66,26.33,6.66,31.1,21.7,1.0,6
sj,18.0,0.13,0.15,0.21,0.16,1.72,20.96,28.69,298.79,299.07,294.2,301.6,297.3,4.1,76.07,20.96,15.62,2.94,27.84,9.14,34.4,22.2,2.8,5
sj,19.0,0.14,0.11,0.2,0.17,3.32,9.01,20.7,299.13,299.36,295.43,301.8,297.0,9.0,80.26,9.01,16.82,3.0,27.77,7.3,34.4,22.8,29.7,4
sj,20.0,0.04,0.1,0.17,0.16,3.56,119.62,123.19,299.0,299.09,295.4,301.7,297.1,17.4,80.87,119.62,16.79,2.86,26.91,6.27,31.1,21.7,101.6,3
sj,21.0,0.03,0.16,0.23,0.24,5.87,180.49650000000017,218.08,299.45,299.58,295.99,301.7,297.3,17.3,81.45,180.49650000000017,17.41,2.33,27.23,7.34,31.7,22.2,97.5,4
sj,22.0,0.13,0.24,0.1,0.11,-3.77,178.89,203.5,299.6,299.61,295.99,302.0,298.1,20.33,80.73,178.89,17.41,1.96,27.7,7.33,33.3,23.3,9.1,16
sj,23.0,0.15,0.03,0.27,0.21,-1.27,106.04,122.73,298.69,298.65,295.83,300.2,297.5,86.8,84.35,106.04,17.22,1.7,27.3,7.14,31.1,22.8,35.5,8
sj,24.0,0.09,0.08,0.18,0.16,-1.52,20.16,41.41,299.83,299.9,295.89,301.4,298.4,16.57,79.14,20.16,17.3,2.31,27.77,7.47,32.8,22.8,43.5,7
sj,25.0,0.22,0.22,0.22,0.19,1.93,26.56,42.93,300.12,300.14,296.63,302.3,298.2,35.24,81.34,26.56,18.05,2.0,28.84,7.37,33.3,24.4,10.5,10
sj,26.0,0.23,0.21,0.24,0.27,-1.1,2.04,34.19,300.68,300.81,296.74,302.7,298.7,13.7,79.38,2.04,18.21,2.76,29.21,6.34,33.9,24.4,15.8,14
sj,27.0,0.31,0.29,0.24,0.24,-2.1,41.18,54.81,301.01,301.09,296.15,303.2,298.6,9.22,75.07,41.18,17.57,3.04,29.4045,7.83,34.4,25.0,16.0,7
sj,28.0,0.13,0.17,0.24,0.22,1.23,25.89,36.62,299.94,299.98,296.58,302.0,298.5,60.59,81.96,25.89,18.01,1.96,29.29,7.6,34.4,24.4,21.4,9
sj,29.0,0.12,0.11,0.16,0.17,1.83,36.58,60.88,300.4,300.66,296.85,302.8,299.0,38.3,81.09,36.58,18.35,2.73,29.23,7.3,33.9,25.0,30.6,11
sj,30.0,0.13,0.19,0.09,0.13,2.31,101.64,148.18,299.99,299.96,297.24,302.3,298.6,62.31,85.09,101.64,18.78,1.7,28.56,6.57,33.3,23.9,43.3,23
sj,31.0,0.06,0.09,0.16,0.2,-2.63,60.71,93.22,300.0,300.0,297.11,302.5,298.4,102.4,84.38,60.71,18.67,2.09,28.7,6.76,33.9,23.9,30.1,17
sj,32.0,0.05,0.05,0.2,0.17,1.08,19.79,68.24,300.26,300.29,296.56,302.4,298.6,40.3,80.4,19.79,18.04,2.14,29.0,6.81,33.9,23.3,27.3,19
